dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.frequence;custom.cycle;custom.periodicity;pigma.identifiant-pigma;pigma.lien-pigma;pigma.origine;pigma.frequence;pigma.remarque_frequence;datasetid
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Relation entre tronçons et voies;"Relation entre <a href=""/explore/dataset/fv_tronc_l"" target=""_blank"">tronçons du filaire des voies</a> et <a href=""/explore/dataset/fv_voie_a"" target=""_blank"">dénomination des voies</a> de Bordeaux Métropole.";Transports/mobilité;tronçons,dénomination,itinéraire,parcours,relation,voies,noms,filaire,voirie,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:09:04+00:00;False;True;2026-03-31T03:09:04+00:00;2026-03-31T03:09:04.577000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;40251;;;;;;;False;;;Quotidienne;Finalisé;Quotidienne;;;;;;fv_tronc_fv_vo_tr_fv_voie
;;;;;;;;;;;;;;;;;canalisation,gaz,pétrole,matières chimiques,opendata,données ouvertes,RI_CANAL_MD_S,RI_CANAL_MD;;7c6a984d-4e07-4a57-8234-0316ac3fe686;;;;;Direction Developpement Numerique du Territoire ADG TND;;;;Ce jeu de données est mobilisé dans le cadre de la construction d'un observatoire de la vulnérabilité du territoire, pour le calcul d'indicateurs d'exposition à des aléas;Département de la Gironde;-0.8835;-0.44377;44.730085;45.04764;Canalisation de transport de matières dangereuses;"       <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#ri_canal_md_s"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br>   <p>Ce jeu de données présente, sous la forme d'objets surfaciques, les canalisations de transport de matières dangereuses sur le territoire Girondin.</p>   <hr id=""horizontalrule""/>   <p> Ce jeu de données est disponible dans un format additionnel :    <br> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/RI_CANAL_MD_S.dwg""> Téléchargement au format AutoCAD DWG </a> </p>  ";Environnement;environnement,data-gouv,risque,nature,canalisations;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:50:12+00:00;False;True;2026-03-31T03:50:12+00:00;2026-03-31T03:50:12.684000+00:00;fr_60_33;False;Gironde;MultiPolygon,Polygon;"{""coordinates"": [[[-0.44740998186171055, 45.03537988755852], [-0.7094709388911724, 45.03537988755852], [-0.7094709388911724, 44.72334489226341], [-0.44740998186171055, 44.72334489226341], [-0.44740998186171055, 45.03537988755852]]], ""type"": ""Polygon""}";Bureau de Recherches Géologiques et Minières;;397;;;;;;;False;;;Quotidienne;Finalisé;Irrégulière;;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/7c6a984d-4e07-4a57-8234-0316ac3fe686;Jeu de données produit en externe et récupéré auprès de la DDTM;Deux fois par an;Les mises à jour sont réalisées tous les 6 mois environ, à partir des données issues de Géorisques (par flux WFS);ri_canal_md_s
;2012-09-20;Ville de Bordeaux;Finances;;;Annuelle;;;Programme;Précision : Bonne, Exhaustivité : Totale;;;;;;;;;;;;;;;;;;;;;;;;Budget 2012 par politique publique;Crédits votés au budget primitif par politique publique, programmes et section. Un fichier par exercice à compter de 2012.;Finances;Budget principal,Politique publique,Programme;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2015-05-06T10:31:42+00:00;False;False;2020-07-23T12:57:54+00:00;2025-06-02T08:10:44.069000+00:00;fr_80_33063;False;Bordeaux;;;Ville de Bordeaux;;366;;;;;;;False;;;Millésimée;Finalisé;;;;;;;budgetpolpub2012
;;;;;;;;;;;;;;;;;communauté urbaine,Services d'utilité publique et services publics,Services d'utilité publique,opendata,données ouvertes,inspire,EN_EMPAC,environnement,déchets,collectes,traitements,recyclages,tris,verre,EN_EMPAC_P;;1f8a4be0-900e-4eab-9dcf-55cd9f0a1aed;;;;;Direction gestion des déchets et propreté;;;;Ce jeu de données renseigne sur les emplacements des bornes de collecte en apport volontaire du verre pour permettre aux usagers de participer au tri et au recyclage du verre sur la métropole Bordelaise.;Bordeaux Métropole;-0.8835;-0.44377;44.730085;45.04764;Emplacements d'apport volontaire;"       <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#en_empac_p"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br>   <p> Ces données indiquent les emplacements des bornes de récupération du verre et des biodéchets qui sont mises à disposition du public sur le territoire de Bordeaux Métropole. Ces bornes d'apports volontaires peuvent être posées au sol ou enterrées selon le cas et sont localisées à partir de repérages faits sur le terrain.</p>   <hr id=""horizontalrule""/>   <p> Ce jeu de données est disponible dans un format additionnel :    <br> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/EN_EMPAC_P.dwg""> Téléchargement au format AutoCAD DWG </a> </p>";Déchets;nature,écologie,emplacements,apport volontaire,environnement,recylage,tri,verre,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:30:29+00:00;False;True;2026-03-31T03:30:29+00:00;2026-03-31T03:30:29.729000+00:00;fr_70_243300316;True;Bordeaux Métropole;Point;"{""coordinates"": [[[-0.4655893240123987, 45.0243834592402], [-0.7987215276807547, 45.0243834592402], [-0.7987215276807547, 44.74943918175995], [-0.4655893240123987, 44.74943918175995], [-0.4655893240123987, 45.0243834592402]]], ""type"": ""Polygon""}";Bordeaux Métropole;;2488;;;;;;;False;;;Quotidienne;Finalisé;Quotidienne;1f8a4be0-900e-4eab-9dcf-55cd9f0a1aed;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/1f8a4be0-900e-4eab-9dcf-55cd9f0a1aed;Cette base de données géographiques est produite en interne par les agents de la Direction gestion des déchets et propreté de Bordeaux Métropole à partir des remontées d'information signalées par les usagers ou des repérages sur le terrain.;;Les mises à jour sont faites en fonction des signalements de déplacement ou de suppression de borne constaté sur le terrain.;en_empac_p
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Localisation sur adresse;"<p>Recherche un emplacement dans l'agglomération à partir d'une adresse litérale.</p><hr/><div><center><h1><span style=""font-size: 1.44rem; font-weight: 400;"">Fonctionnement</span><br/></h1></center><p>Le WPS est un service d'accès temps réel. Pour plus de détails, reportez-vous à la FAQ.</p><h2>URL du WebService : </h2><p><a href=""https://data.bordeaux-metropole.fr/wps?key=[votre"">https://data.bordeaux-metropole.fr/wps?key=[votre</a> clé]</p><p>Remplacez  [votre clé] par la clé logicielle qui vous a été fournie par Bordeaux  Métropole. Pour en commander une (valide pour les WebServices WMS, WFS,  WPS et API CUB), <a href=""https://data.bordeaux-metropole.fr/key.php"">cliquez-ici</a></p><p>Si vous souhaitez consulter plus d'information sur les webservices OGC cliquez sur <a href=""https://opendata.bordeaux-metropole.fr/pages/webservice-ogc/"" target=""_blank"">ce lien</a></p><h2>Nom de la couche</h2><p>Nom de la couche à fournir à votre client : <strong>geocodeur<br/></strong></p><p><strong></strong></p><hr/><p><strong></strong><br/><strong></strong></p></div>";Observation / connaissance du territoire;voie,commune,recherche,localisation,adresse,rue,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-03T15:50:49+00:00;False;False;;2025-06-02T08:11:08.582000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;0;;;;;;;False;;;Service;Finalisé;;;;;;;localisation_adresse
;;;;;;;;;;;;;;;;;communauté urbaine,opendata,données ouvertes,EC_COMPENSATION_S,compensation,écologie,réglementation,biodiversité,EC_COMPENSATION,zones humides,espèces,Hydrographie;;6f94d789-f94c-4d0d-a4a3-a742f86e911b;;;;;DGA/Direction de la Nature;;;;Ce jeu de données a été créé afin de suivre les compensations écologiques et de renseigner leur localisation afin d'éviter toutes superpositions de projet sur les sites identifiés.;Bordeaux Métropole;-0.8835;-0.44377;44.730085;45.04764;Emprises des zones de compensation écologiques portées par Bordeaux Métropole;"<div class=""dico""><a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#ec_compensation_s"" target=""_blank"">  <div><div class=""dico-img-div"">    <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/> </div><small class=""dico-lib"">Dictionnaire Public</small></div></a></div><br/><p>Ce jeu de données représente sous forme de polygone les zones de compensation écologiques du territoire de Bordeaux Métropole.</p>  <hr id=""horizontalrule""/> <p>  Ce jeu de données est disponible dans un format additionnel :    <br/> </p> <p>  <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/EC_COMPENSATION_S.dwg"">  Téléchargement au format AutoCAD DWG  </a></p>";Environnement;naturel,environnement,écologie,biogéographiques,périmètres,nature,data-gouv,compensation;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T04:20:37+00:00;False;True;2026-03-31T04:20:37+00:00;2026-03-31T04:20:37.444000+00:00;fr_70_243300316;False;Bordeaux Métropole;Polygon;"{""coordinates"": [[[-0.47115893103182316, 45.021409769542515], [-0.8049923647195101, 45.021409769542515], [-0.8049923647195101, 44.764018496498466], [-0.47115893103182316, 44.764018496498466], [-0.47115893103182316, 45.021409769542515]]], ""type"": ""Polygon""}";Bordeaux Métropole;;158;;;;;;;False;;;Quotidienne;Finalisé;Annuelle;;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/6f94d789-f94c-4d0d-a4a3-a742f86e911b;Ce jeu de données provient des données disponibles en interne de la direction de la Nature et des éléments fournis par les aménageurs concessionnaires.;;Les mises à jour sont réalisées une fois par an sur la base des informations transmises par les aménageurs concessionnaires et l'état d'avancement de la mise en œuvre des compensation par la direction de la Nature de Bordeaux Métropole.;ec_compensation_s
;;;;;;;;;;;;;;;;;opendata,données ouvertes,installation classée,protection,environnement,nuisance potentielle,prévention,industrielle,agricole,RI_ICPE_P,RI_ICPE,Zones à risque naturel;;f222acf0-78bc-4b21-b1cc-ab9b95ebb351;;;;;Direction Developpement Numerique du Territoire ADG TND;;;;Ce jeu de données est mobilisé dans le cadre de la construction d'un observatoire de la vulnérabilité du territoire, pour le calcul d'indicateurs d'exposition à des aléas;Bordeaux Métropole;-0.8835;-0.44377;44.730085;45.04764;Installation classée pour la protection de l'environnement;"       <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#ri_icpe_p"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br>   <p>Ce jeu de données localise par un ponctuel les installations classées pour la protection de l'environnement sur le territoire Girondin.</p>   <hr id=""horizontalrule""/>   <p> Ce jeu de données est disponible dans un format additionnel :    <br> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/RI_ICPE_P.dwg""> Téléchargement au format AutoCAD DWG </a> </p>  ";Environnement;environnement,data-gouv,risque,nature,industrie,pollution;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:55:31+00:00;False;True;2026-03-31T03:55:31+00:00;2026-03-31T03:55:31.309000+00:00;fr_60_33;False;Gironde;Point;"{""coordinates"": [[[0.30176485888659954, 45.53731188643724], [-1.2522860057651997, 45.53731188643724], [-1.2522860057651997, 44.26098188851029], [0.30176485888659954, 44.26098188851029], [0.30176485888659954, 45.53731188643724]]], ""type"": ""Polygon""}";Bureau de Recherches Géologiques et Minières;;2887;;;;;;;False;;;Quotidienne;Finalisé;Irrégulière;;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/f222acf0-78bc-4b21-b1cc-ab9b95ebb351;Jeu de données produit en externe et récupéré depuis la plateforme Géorisques du BRGM (flux WFS);Deux fois par an;Les mises à jour sont réalisées tous les 6 mois environ, à partir des données issues de Géorisques (par flux WFS);ri_icpe_p
;;;;;;;;;;;;;;;;;communauté urbaine,Réseaux de transport,Transport,opendata,données ouvertes,inspire,FV_TRONC,nom de voie,filaire,voirie,tronçon,domanialité,circulation,route,FV_TRONC_L;;9f90c9cf-595a-4d99-8b97-afef9938b652;;;;;Direction de l'Information Géographique;;;;Ces données ont vocation à être un support de référence utilisable pour tout type d'étude, d'analyse ou de représentation cartographique. Avec l'aide des données attributaires, cela permet une représentation cartographique notamment du réseau hiérarchisé validé en conseil de Métropole ou d'autres thématiques : Gestion, domanialité...;Bordeaux Métropole;-0.8835;-0.44377;44.73008;45.04764;Tronçon du filaire des voies;"<html>  <head></head>  <body>   <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#fv_tronc_l"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br>   <p>Le réseau des voies de Bordeaux Métropole est représenté sous la forme d'un filaire de voies, correspondant à l'axe de la chaussée. Chaque voie est découpée en tronçons (FV_TRONC_L) en fonction des intersections de voirie, mais aussi des intersections de limites communales, de la domanialité de la voie ou d'un changement de sens de circulation ou d'un passage supérieur ou inférieur. Chaque extrémité d'un tronçon est borné par <a href=""/explore/dataset/fv_carre_p"" target=""_blank"">un noeud </a>(FV_CARRE_P) <br> Ce jeu de données apporte des renseignements sur la domanialité du tronçon et son importance en fonction soit de l'interprétation des catégories du réseau hiérarchisé de voirie, soit de l'interprétation de la direction de l'Information géographique pour la création d'un plan d'agglomération à plusieurs échelles. <span style=""font-family: inherit; font-size: 0.833rem;"">Ce jeu de données peut être mis en relation avec </span><a href=""/explore/dataset/fv_voie_a"" style=""font-size: 0.833rem; background-color: rgb(255, 255, 255);"" target=""_blank"">les noms de voies</a><span style=""font-family: inherit; font-size: 0.833rem;""> par la table </span><a href=""/explore/dataset/fv_tronc_fv_vo_tr_fv_voie"" style=""font-size: 0.833rem; background-color: rgb(255, 255, 255);"" target=""_blank"">des relations entre tronçons et voies</a><span style=""font-family: inherit; font-size: 0.833rem;"">.</span></p>   <hr id=""horizontalrule""/>   <p> Ce jeu de données est disponible dans un format additionnel : <br> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/FV_TRONC_L.dwg""> Téléchargement au format AutoCAD DWG </a> </p>  </body></html>";Transports/mobilité;voirie,voies,toponymie,numéros,noms,filaire,adresses,réseau,routes,filaires,domanialité,circulation,sens,tronçons,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:32:28+00:00;False;True;2026-03-31T03:32:28+00:00;2026-03-31T03:32:28.241000+00:00;fr_70_243300316;False;Bordeaux Métropole;LineString,MultiLineString;"{""coordinates"": [[[-0.44880556873977184, 45.03613425884396], [-0.8831232693046331, 45.03613425884396], [-0.8831232693046331, 44.7410474717617], [-0.44880556873977184, 44.7410474717617], [-0.44880556873977184, 45.03613425884396]]], ""type"": ""Polygon""}";Bordeaux Métropole;;40470;;;;;;;False;;;Quotidienne;Finalisé;Quotidienne;9f90c9cf-595a-4d99-8b97-afef9938b652;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/9f90c9cf-595a-4d99-8b97-afef9938b652;A chaque dénomination d'une voie, le filaire de voies est saisi dans le SIG de Bordeaux Métropole (s'il s'agit d'une nouvelle voirie) à partir des documents disponibles (cadastre, plan du projet) et les données attributaires sont renseignées.;En continu;"Les informations de l'attribut CAT_RHV proposent des valeurs liées aux millésimes des délibérations métropolitaines (en date du 22-12-2017 pour les catégories 1, 2 et en date du 19-11-2004 pour les catégories 3, 4). La Catégorie 33 (nouvelle valeur pour identifier les tronçons dont la catégorie a évolué entre 2 millésimes du RHV) concerne des voies déclassées des catégories 1 et 2 par la délibération du 22-12-2017; les catégories 61 et 62 suivant interprétation DIG pour les voies nouvellement créées depuis la délibération du 22-12-2017 et les catégories 63 et 64 suivant interprétation DIG pour les voies créées depuis la délibération du19-11-2004";fv_tronc_l
;;;;;;;;;;;;;;;;;communauté urbaine,Ortho-imagerie,Fonds Raster,chaleur,fraicheur,raster,arbres,bâti,canopée,stress hydrique,thermique;;9a95fcbf-0a17-462c-acb9-3bc8fa860001;;;;;Direction de l'Information Géographique;;;;Ce jeu de données a été créé dans le cadre d'une expérimentation visant à trouver les leviers d'adaptation du territoire à l'augmentation de la chaleur. En lien avec les programmes métropolitains '1M d'arbres' et 'métropole rafraichissante', les travaux ont permis d'objectiver l'ambiance thermique du territoire en 2021. Le passage à l'échelle doit permettre d'actualiser cette donnée à l'issue de chaque opération d'aménagement avec pour objectif de réaliser, à terme, des simulations d'impact pendant la phaase de conception   Dans des objectifs de calculs statistiques et dynamiques de l'ICTU à différents échelons géographiques (IRIS, commune, pôle territorial), l'ICTU a été vectorisé et agrégé sur un maillage régulier du territoire de Bordeaux Métropole, représenté par des hexagonales de 250m (espacement horizontal et vertical).;Le territoire couvert correspond à celui de Bordeaux Métropole (28 communes) plus un débord de 300m ainsi que des extensions autour de l'île d'Arcins et de la pointe de la presqu'île d'Ambès (≈620km²);-0.8835;-0.44377;44.73009;45.04764;Indice de confort thermique urbain 2021;"<p>Ce jeu de données présente l'indice de confort thermique urbain mesuré en 2021. Elle est découpée en dalles de 1,4 km par 1 km. La grille de référence de ces dalles se trouve dans le jeu de données <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/to_dalle_s"" target=""_blank"">Grille de référence des dalles</a> (TO_DALLE_S)</p><p><br></p><hr><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'><span style=""font-family: inherit; font-size: 1.2rem; font-weight: bolder;"">Téléchargement multi-dalles</span><br></p><ul style=""font-size: 12.495px;""><li><a class=""ods-button"" href=""https://data.bordeaux-metropole.fr/opendata/graphic_downloader/?layer=1351&amp;format=57#"" target=""_blank"">Téléchargement au format Image Tif </a></li></ul><p><b>Légende applicable au jeu :</b></p><p> <img src=""https://opendata.bordeaux-metropole.fr/assets/theme_image/Legende_ICTU.jpg"" style=""width: 228px;""/></p>   ";Observation / connaissance du territoire;aérienne,avion,raster,thermographie,data-gouv,ICTU;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2021-05-21T09:45:36+00:00;False;False;;2026-03-29T17:07:36.475000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;0;;;;;;;False;;;Millésimée;Finalisé;;;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/9a95fcbf-0a17-462c-acb9-3bc8fa860001;Nous avons défini un indicateur ICTU pour Indice de Confort Thermique Usager ou Urbain, qui traduit la  sensibilité morphologique d’un lieu à l’effet ICU. Cette sensibilité morphologique est liée à : x Densité de bâti favorise ICU x Présence du minéral au sol favorise ICU x Qualité végétale : densité et stress hydrique favorise IFU x Qualité de la canopée : densité et stress hydrique favorise IFU Cet indice varie de 0 (IFU) à 3 (ICU).  Un espace ICU n’est pas forcément le plus chaud à tout instant de la journée et de la nuit, c’est un  espace qui aura une température moyenne diurne et nocturne plus élevée que le reste des espaces  urbains. Cette information est de type raster.   Elle a été construite à partir d'une combinaison de données sattelite (analyse spectrométrique), de capteurs terrains et de couches de données topographiques.   BD topographique : x Communes du département : périmètre (polygone), nombre d’habitants x Bâtiments : périmètre et hauteur x tronçons de route : point de départ et d’arrivée, largeur x Voies ferrées x Surface hydrographique Il s’agit de fichiers de format vectoriel (shapefiles).  La densité de bâti :  Plus la densité de bâti est importante, plus le lieu est capable de stocker de l’énergie. Il s’agit donc d’un  paramètre structurel jouant sur la sensibilité du lieu à l’effet ICU. Plus cette densité est élevée, plus le  lieu est sensible.  Un premier indicateur de densité bâtie se base uniquement sur la surface :  Densité bâtie surfacique = surface bâtie dans un rayon de 100 m / surface du disque de 100 m de rayon Cet indice varie de 0 à 1 Densité bâtie volumique = somme (surface de chaque bâti * hauteur bâti) dans un rayon de 100 m /  (surface bâtie dans un rayon de 100 m * hauteur moyenne du bâti du site) (0 si densité bâtie est nulle.  Le second indice différencie les sites en fonction de la hauteur du bâti. Pour ce faire, les bâtiments sont  classés par hauteur, par tranche de 3 m (soit un étage).  Ces informations sont de type raster  Les espaces végétalisés :  Les espaces végétalisés peuvent être connus de manière « déclaratives », au sens où les services des  espaces verts d’une ville peuvent déclarer les espaces qu’elle a en gestion. Cette notion déclarative est  généralement incomplète, du fait de l’absence de données sur l’espace privé. D’autres techniques existent comme la photo-interprétation ou l’analyse de données spectrales issues  de relevés aériens ou satellitaires. Les données que nous mobilisons sont de ce dernier type et utilisent l’indice de végétalisation  normalisés. Les espaces végétalisés retenus sont ceux qui présentent un indice NDV moyen supérieur à  0,25 sur la période d’avril à septembre (présence de la végétation). Cette période est d’une importance minime en milieu purement urbain, mais elle permet de distinguer  les sols non cultivés de ceux qui le sont au moins temporairement en milieu rural ou périurbain. Cette information est de type raster   la canopée  Nos travaux ont conduit à distinguer 11 niveaux de végétation comportant des structures végétales  hautes (arbres, arbustes et haies). La canopée au sens strict ne comprend que les 8 premiers niveaux  correspondant à une densité végétale et à des niveaux de la polarisation des ondes électromagnétiques  correspondant à des structures hautes e densément feuillues.  Cette information est de type raster.  Le stress hydrique  Le stress hydrique est défini par l’indice NDWI2 particulièrement adapté à la détection de l’eau dans le  végétal. Cet indice est calculé sur les espaces verts et sur la canopée. Cette information est de type raster.;;Cette donnée est issue d'un projet expérimental qui s'est achevé en décembre 2023. A date, elle n'a pas vocation à être renouvelée sinon dans le cadre d'un projet d'industrialisation qui est en cours de réflexion;met_ictu_2021
;;;;;;;;;;;;;;;;;communauté urbaine,Transport,opendata,données ouvertes,PC_S_ZON,circulation,trafic,périmètres,PC_S_ZON_S;;9e30f619-e969-4f44-a6ac-c2b63ad102f9;;;;;Direction des Infrastructures et Déplacements;;;;Ce jeu de données a été créé pour pouvoir cartographier les zones de gestion de la circulation sur le territoire de Bordeaux-Métropole;Bordeaux-Métropole;-0.8835;-0.44377;44.730085;45.04764;Zone de gestion de poste centralisé;"<html>  <head></head>  <body>   <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#pc_s_zon_s"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img class=""dico-img"" alt=""picto dictionnaire public"" src=""/assets/theme_image/dico_big.png"">      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br>   <p> Bordeaux Métropole est propriétaire d'un réseau de carrefours à feux sur son territoire. Pour en faciliter la gestion, ce territoire est découpé en zone de circulation.<br> Ce jeu de données représente par un surfacique les 35 zones sur Bordeaux-Métropole. Il fournit une information sur l'identifiant et sur son nom. </p>   <hr id=""horizontalrule"">   <p> Ce jeu de données est disponible dans un format additionnel : <br> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/PC_S_ZON_S.dwg""> Téléchargement au format AutoCAD DWG </a> </p>  </body></html>";Transports/mobilité;gestion,trafic,zone,circulation,poste,centralisé,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T04:00:53+00:00;False;True;2026-03-31T04:00:53+00:00;2026-03-31T04:00:54.778000+00:00;fr_70_243301165,fr_70_243300316;True;Communauté de communes Jalle-Eau-Bourde,Bordeaux Métropole;Polygon;"{""coordinates"": [[[-0.46630287542939186, 45.02129917033017], [-0.7757391035556793, 45.02129917033017], [-0.7757391035556793, 44.75258977152407], [-0.46630287542939186, 44.75258977152407], [-0.46630287542939186, 45.02129917033017]]], ""type"": ""Polygon""}";Bordeaux Métropole;;35;;;;;;;False;;;Quotidienne;Finalisé;Quotidienne;9e30f619-e969-4f44-a6ac-c2b63ad102f9;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/9e30f619-e969-4f44-a6ac-c2b63ad102f9;Les données sont issues d'un plan AutoCAD.;;;pc_s_zon_s
